0	After leaving you want friendship with all nations and relationship. Hahah no!!! Leave means leave. Thats how you wanted.
0	Everything that was ever promised in connection with Brexit: sunlit uplands, easiest deal in history, cheap shoes, £350m a week for the NHS, was a lie.
1	Hail Britannia! From the USA!
0	Please. Stop. All this being lied to is exhausting.
1	European its just good on the paper and when they speak but action are far away of that :) like Farage say : We love europe, we just hate the european union ! <3
0	Britain economy will end up like Britain car industry
0	It will be a nightmare
1	EU was ALL ABOUT POWER + MONEY
0	Hi, I am another German. I am very pro European integration. I would like something better than the EU but that's what we have to work with.  On one side I would like it, if the UK would be with us in this effort. For the talent and strength the UK could bring to the table, i am sad to see them leave.  On the other hand, experience has shown that the UK actively hinderes further integration. The whole process of Brexit has shown, that even most remainers are only in it for their own benefits. That's why I am happy this unfortunate relationship is ending, and the rest of the EU can face the future without worrying about the family diva all the time.  And as final note: I as a rational person, believe in  science. Part of that is experiments. If Brexiteers are right and I as a Pro-EU-Federalist am wrong. I want to see it. For that reason i am happy about Brexit. As it gives all sides the real world answer to what is better. With that in mind I am even prepared for the breakup of the EU in case of a Brexit success.
0	We left. No regulatory alignment or there’s no point of leaving
1	2:07 Farage worked against the European Union, which is what you have to do if you love Europe.
1	I think that's one reason why people who have personally watched it change from the EEC into what it is now are more likely to be leave voters.
0	"Men will be proud to say 'I am a European'. We hope to see a day when men of every country will think as much of being a European as of being from their native land"  Churchill had it right. Leave voters have little knowledge of history, and even less knowledge of what they voted for.  The whole country shafted by ignorant fools, many of whom will lose their jobs, and the rest of whom don’t care because they’re being paid by the state. Not for much longer when the money dries up.
0	I'd like to congratulate Brexiters on making us a vassal state for the next 11 months. A country of rule takers. And of course after that you can celebrate us becoming a vassal state of the USA.
0	Access to expertise, (medical/technological...) is the main factor in human survival rates. That makes respect for expertise an evolutionary imperative. The overwhelming majority of experts told us not to Brexit, making it an evolutionary failure.
1	Goodbye evil EU hello new better world
0	We already could trade virtually everywhere. And on very favourable terms by dint of having EU clout behind us. Now we are minnows waiting to be snared by little nets. EU “red tape” is a Golden Chisel into foreign markets.
1	the only people moaning about brexit are the remainers who havnt gotton thier own way. keep throwing youre teddy out of it cot... yall pathetic
0	I thought about 'giving up'.  The battle is still very much on. Bozo is looking like trying to deliver some abomination of brexit that nobody voted for.  I think we're going to need protests.
0	After 47 years End of German-France Dictator in EU.  Free UK.
0	It seems that Ireland, in the north and Scotland had other notions !
0	It's a shitshow in the same vein as our President, and a lot of people didn't know what they were voting for.
0	The fact you think one can have their "nose rubbed in diversity" speaks mountains about what a small minded, unpleasant person you are. Who are you going to blame when you can no longer blame immigrants?
0	Boris should spend this year planning for no deal because that's where it is heading.
1	The territory of fascism creeps ever nearer.
0	If they wanted to leave EU that's ok but Brits should be greatful to be part of EU, without it they would be much much poorer now
1	All, we will be introducing words of the week and words of the day for the next year. We suggest our followers use them when possible. The word of today is BREXIT The word of the week is BREXIT
1	And now it’s time for a Nexit. The dutch are sick of it too, even though the MSM says they aren’t.
0	Free from what? Free to do what?
0	Gonna miss my Europe buddies.. :/
1	Why do people act like the first referendum was undemocratic and like it never happened... Man the disconnect from the people vs the government in the UK seems to be pretty blatant. Just leave the EU already.
0	They wont have a chance without the rest of Europe ....
0	#BrexitJohnson - reneged on promises to #RedWall Tory seats (shifting £ north to south) - revealed £12bn black hole in public finances - attacked #PressFreedom - began implementing #FuckBusiness policy - started citing God in speeches  How have 1st 4 days of #Brexit been for you?
0	Imagine when history looks back at this event and they play these leavers on tv?? What the hell will they think of us as a society? This will definitely go down as the "moronic age"
1	So much for the Remoaner lie that the UK would have to apply to join the WTO then.
0	Brexit. Voting to 'Take Back' what we had never lost, In order to lose Everything we currently have Well done Brexiteers for downgrading the lives of all of our children and all of their children.
0	Tinged with regret, wishing that Brussles had only listened? Fabrication is your way isn't it? Brussels was never the problem. You were.
1	Finally we can be free of the EU grips and we can make this county great again
0	Donald Tusk, *former* President of EU Council, gets 15 minutes to undermine Brexit (such as by encouraging Scottish independence) • Nigel Farage, who made Brexit happen, gets 2 minutes on Marr Sofa.
0	A beginning to disabled people not being able to afford food, legal people being deported, and schools running out of funding...
1	Other Eu states will follow when we make a success of it.
1	lets face it the Eurocrats want us to stay owing to the fact that we pay £350 million quid a week to belong to the EUssr. we could build and staff a few dozen hospitals for one years fees?
1	congrats mates
1	I have never seen so many stupid  people all in one place ( although there was only one brain cell ).  WE voted out and now there are more countries of the world to trade with than there was being locked into Europe. The one thing this country lacks is patience they act like Americans we want it all and we want it now ...............well things do not happen like that we have voted we are leaving Europe so back off and wait for the out come like the MOST of us that voted to leave. I do not care how we leave they will need us more that we need them. Europe was full of corruption ripping us off and it went to the very top.
1	The folk in the member states are now seeing how afraid the companies in their states are of UK companies becoming direct commercial competitors. They are, like the "elite" of the only trading bloc in the world with delusions of grandeur, running scared.
1	"Let my people go!" For how long EU commission mocked,  snubbed,  bullied and blackmailed Great Britain... And finally,  after long stifling political prevarication, the moment of liberation! The gulp of fresh air!.. Congratulations!
1	Breaking news:WERE ALL GONNA DIE
1	They gambled. And the end result? Al 'Boris' Johnson with an 80 seat majority.
0	finaly :D bye bye uk :D good luck :D
0	An act of economic stupidity based on xenophobia and Tory lies. The UK will rue this day! Hopefully Scotland charts an independent path back to the E.U. now that this Brexit folly has come to pass
1	EU lost almost 20 billion per annum
1	Let's get behind it and be positive about the future, otherwise feel free to leave!
0	Very sad indeed. One day we will return EU.
0	You just gave Johnson a massive majority to be as corrupt and incompetent as possible.
0	Sorry for all my British friends today. I hope you’ll soon return too our flawed, but still quite okay European Union. Wish you best of luck in the coming months.
1	I voted leave and would again A leave vote means more chance of Scottish independence, at which point Scotland can join the EEU & Schengen
1	The poll also reveals that a majority of people believe Brexit is a “big enough change”
0	Honestly even though I don’t the UK being made fun of, I can see why people would. This situation is pretty wack.
1	The deal been offered is terrible for us, I’d rather we take our chances and leave with no deal than accept a bad one, the EU will collapse without our money anyway
1	It’s back to the Belgae for you soon Brutus and no more of this shit !
1	The EU will be bankrupt once our payments cease. They desperately need our money and won't last without it.
1	Great Britain has been made great again! Congratulations
0	Tonight Brexiteers will creep down stairs and steal the dreams, hopes and wishes of future generations #BrexitEve
0	It'll directly affect my life so I've been watching along closely. I'm an American living in the UK and I'm married to an EU citizen. So depending on what type of deal there is (which is seeming much more likely than a no-deal at this point), it'll determine whether we stay in the country or not.
0	The move only favors the rich not the common man.
0	Are we about to see the greatest brain drain in history?
1	I want to leave the EU. I just don't like being part of it. Its not based on economic studies, immigration or anything like that. I just don't want to be part of it the same way i prefer Rugby to Football. Why do we need to have such complex arguments for these things. I want Great Britain to be truly independent, then i want a real trail blazer of a party leader to win the next election and i want this mess of a country sorted out once and for all. Seriously, whats so wrong with just going it alone? Treat the country like a startup....great things could happen.
1	Brexit is the beginning of Great Britains Independence
1	THIS IS WHY WE LEFT AND WANT TO BE OUT COMPLETELY
0	British do not come to Spain for vacations please, bye bye!
0	2 years from now, no one will ever admit they voted for Brexit.
0	One of the good things about Brexit is that I feel more European than ever! Under 30% of the population voted to chain the younger and educated to their flawed political, conservative, defensive, post-colonial ideology based on feeling and emotion rather than economic sense. 73% of 30 year olds and younger are pro remain. Leave a light on Europe, we'll be back!
0	This being an international site there are plenty of people who are far enough removed from the situation too to see this and post and comment accordingly
0	With brexit UK could risk losing a wave of investment, and with it, a raft of new technologies.
0	Let’s wait and see how this goes shall we? PS. Boris where are the tax cuts for us £80k earners?
1	Happy Independence Day, United Kingdom! It's good to see the Mother Country get up out of the muck and stand upright again.
1	End it, unelected people I have never heard, I think they are all crooks, and a bunch of frauds
0	There are times when I fervently wish Britain would exit the EU because I would love to hear the Eurosceptics arguments when it finally dawned on them that the EU was not responsible for the UK's dire housing problem, its creaking NHS and lack of social mobility thanks to a two-tier education system that works against the poor.
0	Hahah that is hilarious. The UK must be about to discover some new industry that everyone is going to want and cannot replicate. The UK has been in steady decline for a long time, isolating itself through Brexit will just increase the pace of decline. They will be begging india for help soon. Hilarious..... oh the humiliation they will feel
1	London and New York are, financially, larger than the next 5 global financial centres added together
0	What, post Brexit, are they going to do that will make a substantive difference, that they could not do today?
1	Whatever we offer wont be good enough for EU.
0	I know lying worked to get us out of the EU but a bit less obvious next time.
1	congratulations to the U.K for gaining back their sovereignty and freedom
0	Thats all Brexit supporters are capable of lies and vile abuse, keep it up DM.
0	Johnson has claimed that a comprehensive trade agreement can be done quickly and has vowed to make Brexit a success. Barnier has claimed that the transition period is to short for a major deal and that Brexit is bad for both parties.  If there is no deal and the economy tanks, who will look stupid? Who will therefore be desperate?
1	We’ve lived with it both ways [inside and outside the EU] and I think a lot of people were fed up with these regulations and being ruled by people we didn’t know
0	BUT WHAT ABOUT THE STUDENTS?
0	I think Brexit is overall a bad idea, and the way it has been handled has made the situation even worse. However, a second referendum would not be a good idea. They don't work. We just got fucked by one. We elect governments with the intention that they will work on our behalf to do the best for the country. Stop letting us role the dice when we don't know best and it's not our job.
0	We can’t vote our way out of this. We are, always will be European.
1	Tonight magic has happened. All remainers have been turned into leavers. Happy Brexit everybody.
1	My word this is good. Our country has a great feel to it. Makes one proud to be British again.
0	This is a messy divorce!
0	As a Brit,  Brexit breaks my heart.
0	This is what full employment looks like???, minimum wage jobs and zero hour contracts!!!...Yet these people blame the EU???, this is squarely down to the intransigent tory government...
0	Remain.  I want my daughter and her future children to have human rights that  Cameron (et al) has been trying to erode. If we weren't in the EU we'd  be even more spied on than we already unreasonably are.  Voting leave might as well be signing up to have cameras installed in  our houses, recording everything like we are criminals. Leaving won't  solve immigration at all, nor will it solve any of our  financial issues, especially those caused by poor tax evasion management  and an unwillingness to change the loopholes.
0	Iam all for skilled EU workers as they pay taxes to support my pensions and dividend income-get Sweating!!
0	#StopBrexit #Remain #StoptheCoup
1	Brexit has strengthened the EU, Thank you England!
1	pathetic... i am saddened and embarrassed to be British
0	Unless the EU collapses in the next crisis the UK shot themselves in the face.
1	You people really act like countries don't exist outside the EU. Hahahaha, fear here, fear there.... Fear fear everywhere. People who are afraid don't make rational choices. They don't reason or listen TO reason.  You're all wrong. Britain will recover and when it does you'll be in your 'special place' holding your blanket and asking big 'Ol daddy Brtain for a handout.  The people saying the young people's futures are ruined, are you fucking serious? You can't be......... The EU has done NOTHING to improve educational standards or help struggling students... Nothing. The EU doesn't care for little people, at all. It cares about power for powers sake. You have Junker calling for an EU army...........WTF people. Get a grip of yourselves. Panic panic panic.
1	I have no regrets what so ever. The EU is moving closer and closer to becoming a federation.
0	now that uk is the enemy we should destroy there economy.
1	The UK doesnt need to be bound up with the rest of Europe.
1	Well he's right I do support #Brexit
1	For me it was trade. The UK is the most globalised country in the world. We have have more direct investment from abroad than anywhere else. The Chinese businessmen, the Russian Oil Tycoons, the Arab Sheikhs have been buying up property and businesses in the UK for the last 10 years at breathtaking speed. It's seen as a safe and growing option. We are afterall the fastest growing G7 nation.  Switzerland has a grand total of 27 Free Trade Agreements with 38 of it's trading partners. The EU has managed to sign just 4 so far. The EU with it's 28 voices and red tape makes negotiating deals a slow and tiring process.  No wonder the Swiss enjoy such High Per Capita wages and great quality of life. Remember they are a landlocked nation surrounded completely by EU member states. If they can do it with the 8 million population. Then the UK with it's 65 million population, 5th largest Economy, and Rank 1 of the G7 growers definitely can.  The future is bright. The future is Britain at the forefront of a Globalised world.
0	They will still be miserable hedge, pothole, noise complainers in the morning. Soon the deep realisation will set in, it wasn't the EU making their lives miserable. EU was propping up a country living a lie.
1	Finally, it only took us.. 4 years
1	Lucky you, I wish we were leaving too (Italy)
0	All I can say is, I hope you folks know what your doing.
0	Sad day for Britain.
1	You have your own waters, EU. Keep out if ours. The free lunch is over, messieurs. Come back only if you want your nets cut.
1	be independent, stop relying to EU... good job UK
1	Man, all these clueless and ignorant people commenting about leaving the EU 😅 Leaving the EU is a very good thing. I just wish my country would do the same. Well, technically we're not in the EU, but we still have some arrangement with the EU.
1	You Remainers need to realise one thing, we are leaders not followers, the following liberal snowflakes have had their day, it’s time to move aside & let the real patriots take control.
0	No Brexiteer has said it will be a success for over a year apart from obviously mongs on the internet - because everyone knows such statements will come back to hurt them real bad during the recession/depression.
1	I don't doubt that someone has said this earlier in this thread but I haven't read all the comments - so I say (in the words of that great patriot and Prime Minister, Winston Churchill) - this is not the end, nor is it the beginning of the end, but it is, perhaps, the end of the beginning. With no disrespect to our European neighbours, and with no wish to hark back to memories of earlier, more conflicted times, the 'democratic' majority of those who voted here in the UK to leave the EU have had their voices heard. Churchill also said We are with Europe, but not of it. European type politics of deals done behind closed doors has never been the way of Great Britain and the signing of treaties by successive Prime Ministers (who liked only Executive Power and who should have known better) without the expressed will of The People has, hopefully, been stymied forever. Ditto Parliaments and Speakers who think they are above and beyond the reach of the Electorate
0	I will not support Brexit as I can see no benefit to it
0	Not remotely possible for me to ever come together with you. Brexit has made me so miserable. You are responsible for a great amount of sadness, anger and confusion in this country.
1	Great another deal that will be thrown out just for the sake of it, not saying it’s good or bad just get on with it and get it done
0	Going through with Brexit as it stands now is simply stupid, there's no suggarcoating it
0	I run an aircraft repair company. So I'm pissed off as I've had to move my base ops along with my family from UK to EU as the threat of restrictions on work, travel import, exports & visas as there's already people being given short Visa stays even though they've been in the UK paying well above average taxes for over 15yrs. So to all my Staff they feel uncertain as if there's any friction it'll cost money which equals jobs. Equally now I'm on the continent it's far easy to get around and now and have clients in countries that were put off before from the high pound value.
0	How long until we are back in again?
0	It would be a bloody stupid thing to do. I sincerely hope the British people have enough sense to kill off the idea.
1	Now that brexit is out the way. Let’s finally get round to legalising weed
1	Yes!!!!!!! They finally had the brains and balls to do it! Goodbye EU....Socialist governments
1	The British have chosen liberty with Brexit and can congratulate themselves every day.
1	We will defend our islands (and Gibraltar) - whatever the cost.
1	The problem is that we have several countries with very different economies, sharing the same currency. We saw in 2011 during the Euro crisis how much some of these countries struggled (PIGS).
1	The Irish should leave the EU too, otherwise accept a hard border.
1	EU bureaucracy can't help itself, a trade war is looming .. We must be prepared for the inevitable no-deal .. And we are ready .. Better a no deal, than EU submission.
1	As BREXITEERS, we just want what we, the majority voted for! I have never wished harm on any remainer..they are entitled to their opinion but have to come to terms with the fact they were out-voted!
1	The best thing Britain has done is leave the EU, should never of joined in the first place. You just wait and see.
0	As far as I am concerned, it is getting better continously thanks to EU.
0	Why do brits always fight and argue. Cant they be civilised like the rest.
1	Keep up the good work Boris! 17.4 million are behind you!
0	More people will die from the Brexit chaos than ISIS would have dared dream of - Brexiters are right up there as clear and present dangers as vital drugs don't get through etc
1	They've got their confrontation and conflict.
0	There is no plan for making Brexit work. Brexit was a project that was weaponised by Boris johnson to become PM, now that he has finally succeeded, he's boxed himself in. His whole credibility now rests on making a success of what was always a wild gamble based on nothing but grandstanding, thin air, and the backing of one maverick economist (Minford) who nevertheless admitted that 'Brexit will decimate agriculture and manufacturing in the UK' and he said that as if it was a good thing.
0	Hahaha good luck standing alone against US, China and India.
0	Brexit is Putin's dream come true - he wants to destroy all of the western countries and alliances.
1	Neither side can hurt the other without injuring itself. The fundamental precept above underlies everything. This is why the naysayers, the doomsters and the gloomsters cannot be right in their negative predictions. As the negative folks may see it, back when the EU renegotiated the Withdrawal Agreement, Boris pulled a rabbit out of a hat. However, the reality was he stayed strong in light of the fundamental precept mentioned above and the EU ultimately had to give us a better deal as it was ultimately in their own interests. This time around we're starting in a much more positive and respected position than Mrs May's negotiating team ever got to so I think 2020 will end with Britain getting a fantastic trade deal with the EU but also many other trading partners for 2021 as well! Good times are ahead for the UK!
0	No Brexiter will be missing the EU, they're too busy feeling like a winner for the first and last time in their sad little lives.
0	I’m still waiting for someone to outline one single benefit of leaving the Eu
1	the U.K. should just forget about the EU and only do trading with the USA :D we will take care of ya'll... just relax some of your laws :)
1	I don't know if Brexit is the right decision or not, but I can at least see the reasoning behind it as well as the appeal. I'm also not a fan of the EU.   I support the UK's decision either way and hope for the best.
0	I like the idea of peace but with different economic laws and values and some not using the euro
1	:D :D <3 <3 Farage is a true leader
0	Please leave out the anoying topic of conflict between British and Germans. You re related. And both great nations and admirable democracies. We wish we were British or Germans. Stay in EU. NO ONE will ever challenge the position of UK as a top economical and financial power.
1	This is the whole point of “funding” from the EU! Where did they get the money from in the first place? Would you deposit £1000 in your bank to receive back £800 and then say “ Oh thank you how wonderful you are” ? Not bloody likely is the answer, but this is exactly what we have done for 47 years! Incredible isn’t it?
0	this brexit thing is totally a mess – what a disaster for both parties!
0	Only a insecure country feels tiny by an economic trade union
0	Never mind the NHS Collapse granted
1	We dont like STRANGERS in our local england do we tubs?,this is a local country for local people!
0	Believe this is simply taken the amount paid and not the net contribution that would remove the money received back from the EU?
